# city	citylabel	year	population
http://harth.org/andreas/2017/citydata/unsd/cities#026830C	Yao	2010	271460
http://harth.org/andreas/2017/citydata/unsd/cities#026590C	Toyama	2010	421953
http://harth.org/andreas/2017/citydata/unsd/cities#026580C	Tottori	2010	197449
http://harth.org/andreas/2017/citydata/unsd/cities#026840C	Yatsushiro	2010	132266
http://harth.org/andreas/2017/citydata/unsd/cities#026850C	Yokkaichi	2010	307766
http://harth.org/andreas/2017/citydata/unsd/cities#026810C	Yamaguchi	2010	196628
http://harth.org/andreas/2017/citydata/unsd/cities#026820C	Yamato	2010	228186
http://harth.org/andreas/2017/citydata/unsd/cities#026870C	Yokosuka	2010	418325
http://harth.org/andreas/2017/citydata/unsd/cities#026800C	Yamagata	2010	254244
http://harth.org/andreas/2017/citydata/unsd/cities#026900C	Zama	2010	129436
http://harth.org/andreas/2017/citydata/unsd/cities#026760C	Utsunomiya	2010	511739
http://harth.org/andreas/2017/citydata/unsd/cities#026770C	Wakayama	2010	370364
http://harth.org/andreas/2017/citydata/unsd/cities#026740C	Urayasu	2010	164877
http://harth.org/andreas/2017/citydata/unsd/cities#026710C	Uji	2010	189609
http://harth.org/andreas/2017/citydata/unsd/cities#026700C	Ueda	2010	159597
http://harth.org/andreas/2017/citydata/unsd/cities#026890C	Yonago	2010	148271
http://harth.org/andreas/2017/citydata/unsd/cities#026860C	Yokohama	2010	3688773
http://harth.org/andreas/2017/citydata/unsd/cities#024200C	Abiko	2005	131205
http://harth.org/andreas/2017/citydata/unsd/cities#024230C	Akashi	2005	291027
http://harth.org/andreas/2017/citydata/unsd/cities#024240C	Akishima	2005	110143
http://harth.org/andreas/2017/citydata/unsd/cities#024250C	Akita	2005	333109
http://harth.org/andreas/2017/citydata/unsd/cities#024260C	Amagasaki	2005	462647
http://harth.org/andreas/2017/citydata/unsd/cities#024280C	Aomori	2005	311508
http://harth.org/andreas/2017/citydata/unsd/cities#024290C	Asahikawa	2005	355004
http://harth.org/andreas/2017/citydata/unsd/cities#024270C	Anjo	2005	170250
http://harth.org/andreas/2017/citydata/unsd/cities#024320C	Ashikaga	2005	159756
http://harth.org/andreas/2017/citydata/unsd/cities#024220C	Aizuwakamatsu	2005	122248
http://harth.org/andreas/2017/citydata/unsd/cities#024340C	Beppu	2005	126959
http://harth.org/andreas/2017/citydata/unsd/cities#024210C	Ageo	2005	220232
http://harth.org/andreas/2017/citydata/unsd/cities#024370C	Chikusei	2005	112581
http://harth.org/andreas/2017/citydata/unsd/cities#024400C	Ebetsu	2005	125601
http://harth.org/andreas/2017/citydata/unsd/cities#024410C	Ebina	2005	123764
http://harth.org/andreas/2017/citydata/unsd/cities#024420C	Fuchu	2005	245623
http://harth.org/andreas/2017/citydata/unsd/cities#024430C	Fuji	2005	236474
http://harth.org/andreas/2017/citydata/unsd/cities#024440C	Fujieda	2005	129248
http://harth.org/andreas/2017/citydata/unsd/cities#024460C	Fujimino	2005	101960
http://harth.org/andreas/2017/citydata/unsd/cities#024390C	Daito	2005	126504
http://harth.org/andreas/2017/citydata/unsd/cities#024380C	Chofu	2005	216119
http://harth.org/andreas/2017/citydata/unsd/cities#024360C	Chigasaki	2005	228420
http://harth.org/andreas/2017/citydata/unsd/cities#024350C	Chiba	2005	924319
http://harth.org/andreas/2017/citydata/unsd/cities#024500C	Fukui	2005	252220
http://harth.org/andreas/2017/citydata/unsd/cities#024510C	Fukuoka	2005	1401279
http://harth.org/andreas/2017/citydata/unsd/cities#024330C	Atsugi	2005	222403
http://harth.org/andreas/2017/citydata/unsd/cities#024300C	Asaka	2005	124393
http://harth.org/andreas/2017/citydata/unsd/cities#024560C	Habikino	2005	118695
http://harth.org/andreas/2017/citydata/unsd/cities#024550C	Gifu	2005	399931
http://harth.org/andreas/2017/citydata/unsd/cities#024540C	Funabashi	2005	569835
http://harth.org/andreas/2017/citydata/unsd/cities#024530C	Fukuyama	2005	418509
http://harth.org/andreas/2017/citydata/unsd/cities#024580C	Hachioji	2005	560012
http://harth.org/andreas/2017/citydata/unsd/cities#024590C	Hadano	2005	168317
http://harth.org/andreas/2017/citydata/unsd/cities#024600C	Hakodate	2005	294264
http://harth.org/andreas/2017/citydata/unsd/cities#024520C	Fukushima	2005	290869
http://harth.org/andreas/2017/citydata/unsd/cities#024610C	Hakusan	2005	109450
http://harth.org/andreas/2017/citydata/unsd/cities#024490C	Fukaya	2005	103529
http://harth.org/andreas/2017/citydata/unsd/cities#024630C	Handa	2005	115845
http://harth.org/andreas/2017/citydata/unsd/cities#024470C	Fujinomiya	2005	121779
http://harth.org/andreas/2017/citydata/unsd/cities#024480C	Fujisawa	2005	396014
http://harth.org/andreas/2017/citydata/unsd/cities#024660C	Higashikurume	2005	115330
http://harth.org/andreas/2017/citydata/unsd/cities#024450C	Fujimi	2005	104748
http://harth.org/andreas/2017/citydata/unsd/cities#024690C	Hikone	2005	109779
http://harth.org/andreas/2017/citydata/unsd/cities#024680C	Higashiosaka	2005	513821
http://harth.org/andreas/2017/citydata/unsd/cities#024710C	Hino	2005	176538
http://harth.org/andreas/2017/citydata/unsd/cities#024670C	Higashimurayama	2005	144929
http://harth.org/andreas/2017/citydata/unsd/cities#024730C	Hiratsuka	2005	258958
http://harth.org/andreas/2017/citydata/unsd/cities#024650C	Higashihiroshima	2005	184430
http://harth.org/andreas/2017/citydata/unsd/cities#024620C	Hamamatsu	2005	804032
http://harth.org/andreas/2017/citydata/unsd/cities#024810C	Ibaraki	2005	267961
http://harth.org/andreas/2017/citydata/unsd/cities#024570C	Hachinohe	2005	244700
http://harth.org/andreas/2017/citydata/unsd/cities#024830C	Ichikawa	2005	466608
http://harth.org/andreas/2017/citydata/unsd/cities#024820C	Ichihara	2005	280255
http://harth.org/andreas/2017/citydata/unsd/cities#024780C	Hofu	2005	116818
http://harth.org/andreas/2017/citydata/unsd/cities#024870C	Iida	2005	108624
http://harth.org/andreas/2017/citydata/unsd/cities#024770C	Hitachinaka	2005	153639
http://harth.org/andreas/2017/citydata/unsd/cities#024760C	Hitachi	2005	199218
http://harth.org/andreas/2017/citydata/unsd/cities#024750C	Hiroshima	2005	1154391
http://harth.org/andreas/2017/citydata/unsd/cities#024900C	Imabari	2005	173983
http://harth.org/andreas/2017/citydata/unsd/cities#024740C	Hirosaki	2005	173221
http://harth.org/andreas/2017/citydata/unsd/cities#024920C	Iruma	2005	148576
http://harth.org/andreas/2017/citydata/unsd/cities#024720C	Hirakata	2005	404044
http://harth.org/andreas/2017/citydata/unsd/cities#024950C	Isehara	2005	100579
http://harth.org/andreas/2017/citydata/unsd/cities#024700C	Himeji	2005	482304
http://harth.org/andreas/2017/citydata/unsd/cities#024970C	Ishinomaki	2005	167324
http://harth.org/andreas/2017/citydata/unsd/cities#024980C	Itami	2005	192250
http://harth.org/andreas/2017/citydata/unsd/cities#024990C	Iwaki	2005	354492
http://harth.org/andreas/2017/citydata/unsd/cities#024960C	Isesaki	2005	202447
http://harth.org/andreas/2017/citydata/unsd/cities#025000C	Iwakuni	2005	103507
http://harth.org/andreas/2017/citydata/unsd/cities#024930C	Isahaya	2005	144034
http://harth.org/andreas/2017/citydata/unsd/cities#025050C	Izumo	2005	146307
http://harth.org/andreas/2017/citydata/unsd/cities#024910C	Inazawa	2005	136965
http://harth.org/andreas/2017/citydata/unsd/cities#025070C	Kadoma	2005	131706
http://harth.org/andreas/2017/citydata/unsd/cities#024890C	Ikoma	2005	113686
http://harth.org/andreas/2017/citydata/unsd/cities#024880C	Ikeda	2005	101616
http://harth.org/andreas/2017/citydata/unsd/cities#024860C	Iga	2005	100623
http://harth.org/andreas/2017/citydata/unsd/cities#025100C	Kakamigahara	2005	144174
http://harth.org/andreas/2017/citydata/unsd/cities#024850C	Ichinoseki	2005	125818
http://harth.org/andreas/2017/citydata/unsd/cities#025120C	Kakogawa	2005	267100
http://harth.org/andreas/2017/citydata/unsd/cities#025130C	Kamagaya	2005	102812
http://harth.org/andreas/2017/citydata/unsd/cities#024840C	Ichinomiya	2005	371687
http://harth.org/andreas/2017/citydata/unsd/cities#025140C	Kamakura	2005	171158
http://harth.org/andreas/2017/citydata/unsd/cities#025160C	Karatsu	2005	128564
http://harth.org/andreas/2017/citydata/unsd/cities#025110C	Kakegawa	2005	117857
http://harth.org/andreas/2017/citydata/unsd/cities#025090C	Kagoshima	2005	604367
http://harth.org/andreas/2017/citydata/unsd/cities#025060C	Joetsu	2005	208082
http://harth.org/andreas/2017/citydata/unsd/cities#025250C	Kawagoe	2005	333795
http://harth.org/andreas/2017/citydata/unsd/cities#025040C	Izumi (Osaka)	2005	177856
http://harth.org/andreas/2017/citydata/unsd/cities#025010C	Iwata	2005	170899
http://harth.org/andreas/2017/citydata/unsd/cities#025280C	Kawasaki	2005	1327011
http://harth.org/andreas/2017/citydata/unsd/cities#025270C	Kawanishi	2005	157668
http://harth.org/andreas/2017/citydata/unsd/cities#025260C	Kawaguchi	2005	480079
http://harth.org/andreas/2017/citydata/unsd/cities#025310C	Kishiwada	2005	201000
http://harth.org/andreas/2017/citydata/unsd/cities#025240C	Kawachinagano	2005	117239
http://harth.org/andreas/2017/citydata/unsd/cities#025220C	Kasukabe	2005	238506
http://harth.org/andreas/2017/citydata/unsd/cities#025330C	Kitami	2005	110715
http://harth.org/andreas/2017/citydata/unsd/cities#025210C	Kasugai	2005	295802
http://harth.org/andreas/2017/citydata/unsd/cities#025350C	Kochi	2005	333484
http://harth.org/andreas/2017/citydata/unsd/cities#025200C	Kasuga	2005	108402
http://harth.org/andreas/2017/citydata/unsd/cities#025190C	Kashiwa	2005	380963
http://harth.org/andreas/2017/citydata/unsd/cities#025180C	Kashihara	2005	124728
http://harth.org/andreas/2017/citydata/unsd/cities#025170C	Kariya	2005	142134
http://harth.org/andreas/2017/citydata/unsd/cities#025150C	Kanazawa	2005	454607
http://harth.org/andreas/2017/citydata/unsd/cities#025400C	Kokubunji	2005	117604
http://harth.org/andreas/2017/citydata/unsd/cities#025390C	Koganei	2005	114112
http://harth.org/andreas/2017/citydata/unsd/cities#025420C	Komatsu	2005	109084
http://harth.org/andreas/2017/citydata/unsd/cities#025380C	Koga	2005	145265
http://harth.org/andreas/2017/citydata/unsd/cities#025370C	Kofu	2005	194244
http://harth.org/andreas/2017/citydata/unsd/cities#025360C	Kodaira	2005	183796
http://harth.org/andreas/2017/citydata/unsd/cities#025450C	Koshigaya	2005	315792
http://harth.org/andreas/2017/citydata/unsd/cities#025460C	Kumagaya	2005	191107
http://harth.org/andreas/2017/citydata/unsd/cities#025340C	Kobe	2005	1525393
http://harth.org/andreas/2017/citydata/unsd/cities#025470C	Kumamoto	2005	669603
http://harth.org/andreas/2017/citydata/unsd/cities#025320C	Kitakyushu	2005	993525
http://harth.org/andreas/2017/citydata/unsd/cities#025490C	Kure	2005	251003
http://harth.org/andreas/2017/citydata/unsd/cities#025510C	Kusatsu	2005	121159
http://harth.org/andreas/2017/citydata/unsd/cities#025300C	Kisarazu	2005	122234
http://harth.org/andreas/2017/citydata/unsd/cities#025290C	Kiryu	2005	128037
http://harth.org/andreas/2017/citydata/unsd/cities#025520C	Kushiro	2005	181516
http://harth.org/andreas/2017/citydata/unsd/cities#025500C	Kurume	2005	306434
http://harth.org/andreas/2017/citydata/unsd/cities#025540C	Kyoto	2005	1474811
http://harth.org/andreas/2017/citydata/unsd/cities#025560C	Machida	2005	405534
http://harth.org/andreas/2017/citydata/unsd/cities#025480C	Kurashiki	2005	469377
http://harth.org/andreas/2017/citydata/unsd/cities#025440C	Koriyama	2005	338834
http://harth.org/andreas/2017/citydata/unsd/cities#025620C	Matsumoto	2005	227627
http://harth.org/andreas/2017/citydata/unsd/cities#025430C	Konosu	2005	119594
http://harth.org/andreas/2017/citydata/unsd/cities#025410C	Komaki	2005	147182
http://harth.org/andreas/2017/citydata/unsd/cities#025650C	Mihara	2005	104196
http://harth.org/andreas/2017/citydata/unsd/cities#025660C	Minoh	2005	127135
http://harth.org/andreas/2017/citydata/unsd/cities#025640C	Matsuyama	2005	514937
http://harth.org/andreas/2017/citydata/unsd/cities#025630C	Matsusaka	2005	168973
http://harth.org/andreas/2017/citydata/unsd/cities#025680C	Misato	2005	128278
http://harth.org/andreas/2017/citydata/unsd/cities#025610C	Matsue	2005	196603
http://harth.org/andreas/2017/citydata/unsd/cities#025600C	Matsudo	2005	472579
http://harth.org/andreas/2017/citydata/unsd/cities#025710C	Mito	2005	262603
http://harth.org/andreas/2017/citydata/unsd/cities#025590C	Matsubara	2005	127276
http://harth.org/andreas/2017/citydata/unsd/cities#025580C	Marugame	2005	110085
http://harth.org/andreas/2017/citydata/unsd/cities#025570C	Maebashi	2005	318584
http://harth.org/andreas/2017/citydata/unsd/cities#025740C	Moriguchi	2005	147465
http://harth.org/andreas/2017/citydata/unsd/cities#025750C	Morioka	2005	287192
http://harth.org/andreas/2017/citydata/unsd/cities#025530C	Kuwana	2005	138963
http://harth.org/andreas/2017/citydata/unsd/cities#025790C	Nagaoka	2005	236344
http://harth.org/andreas/2017/citydata/unsd/cities#025770C	Musashino	2005	137525
http://harth.org/andreas/2017/citydata/unsd/cities#025800C	Nagareyama	2005	152641
http://harth.org/andreas/2017/citydata/unsd/cities#025780C	Nagano	2005	378512
http://harth.org/andreas/2017/citydata/unsd/cities#025810C	Nagasaki	2005	442699
http://harth.org/andreas/2017/citydata/unsd/cities#025730C	Miyazaki	2005	310123
http://harth.org/andreas/2017/citydata/unsd/cities#025720C	Miyakonojo	2005	133062
http://harth.org/andreas/2017/citydata/unsd/cities#025860C	Narita	2005	100717
http://harth.org/andreas/2017/citydata/unsd/cities#025700C	Mitaka	2005	177016
http://harth.org/andreas/2017/citydata/unsd/cities#025690C	Mishima	2005	112241
http://harth.org/andreas/2017/citydata/unsd/cities#025880C	Neyagawa	2005	241816
http://harth.org/andreas/2017/citydata/unsd/cities#025890C	Niigata	2005	785134
http://harth.org/andreas/2017/citydata/unsd/cities#025910C	Niiza	2005	153305
http://harth.org/andreas/2017/citydata/unsd/cities#025900C	Niihama	2005	123952
http://harth.org/andreas/2017/citydata/unsd/cities#025930C	Nishio	2005	104321
http://harth.org/andreas/2017/citydata/unsd/cities#025870C	Nasushiobara	2005	115032
http://harth.org/andreas/2017/citydata/unsd/cities#025950C	Nobeoka	2005	121635
http://harth.org/andreas/2017/citydata/unsd/cities#025850C	Narashino	2005	158785
http://harth.org/andreas/2017/citydata/unsd/cities#025980C	Obihiro	2005	170580
http://harth.org/andreas/2017/citydata/unsd/cities#025840C	Nara	2005	370102
http://harth.org/andreas/2017/citydata/unsd/cities#025990C	Odawara	2005	198741
http://harth.org/andreas/2017/citydata/unsd/cities#025830C	Naha	2005	312393
http://harth.org/andreas/2017/citydata/unsd/cities#025820C	Nagoya	2005	2215062
http://harth.org/andreas/2017/citydata/unsd/cities#026020C	Okayama	2005	674746
http://harth.org/andreas/2017/citydata/unsd/cities#026040C	Okinawa	2005	126400
http://harth.org/andreas/2017/citydata/unsd/cities#026030C	Okazaki	2005	354704
http://harth.org/andreas/2017/citydata/unsd/cities#026050C	Ome	2005	142354
http://harth.org/andreas/2017/citydata/unsd/cities#026010C	Oita	2005	462317
http://harth.org/andreas/2017/citydata/unsd/cities#026000C	Ogaki	2005	151030
http://harth.org/andreas/2017/citydata/unsd/cities#025960C	Noda	2005	151240
http://harth.org/andreas/2017/citydata/unsd/cities#026110C	Otaru	2005	142161
http://harth.org/andreas/2017/citydata/unsd/cities#025970C	Numazu	2005	208005
http://harth.org/andreas/2017/citydata/unsd/cities#025940C	Nishitokyo	2005	189735
http://harth.org/andreas/2017/citydata/unsd/cities#026150C	Oyama	2005	160150
http://harth.org/andreas/2017/citydata/unsd/cities#026180C	Saijo	2005	113371
http://harth.org/andreas/2017/citydata/unsd/cities#025920C	Nishinomiya	2005	465337
http://harth.org/andreas/2017/citydata/unsd/cities#026200C	Sakai	2005	830966
http://harth.org/andreas/2017/citydata/unsd/cities#026190C	Saitama	2005	1176314
http://harth.org/andreas/2017/citydata/unsd/cities#026230C	Sakura	2005	171246
http://harth.org/andreas/2017/citydata/unsd/cities#026170C	Sagamihara	2005	628698
http://harth.org/andreas/2017/citydata/unsd/cities#026160C	Saga	2005	206967
http://harth.org/andreas/2017/citydata/unsd/cities#026120C	Otsu	2005	301672
http://harth.org/andreas/2017/citydata/unsd/cities#026250C	Sanjo	2005	104749
http://harth.org/andreas/2017/citydata/unsd/cities#026280C	Sasebo	2005	248041
http://harth.org/andreas/2017/citydata/unsd/cities#026100C	Ota	2005	213299
http://harth.org/andreas/2017/citydata/unsd/cities#026090C	Osaka	2005	2628811
http://harth.org/andreas/2017/citydata/unsd/cities#026080C	Onomichi	2005	114486
http://harth.org/andreas/2017/citydata/unsd/cities#026300C	Sayama	2005	158074
http://harth.org/andreas/2017/citydata/unsd/cities#026070C	Omuta	2005	131090
http://harth.org/andreas/2017/citydata/unsd/cities#026320C	Seto	2005	131925
http://harth.org/andreas/2017/citydata/unsd/cities#026360C	Shizuoka	2005	700886
http://harth.org/andreas/2017/citydata/unsd/cities#026310C	Sendai	2005	1025098
http://harth.org/andreas/2017/citydata/unsd/cities#026380C	Soka	2005	236316
http://harth.org/andreas/2017/citydata/unsd/cities#026290C	Satsumasendai	2005	102370
http://harth.org/andreas/2017/citydata/unsd/cities#026270C	Sapporo	2005	1880863
http://harth.org/andreas/2017/citydata/unsd/cities#026260C	Sano	2005	123926
http://harth.org/andreas/2017/citydata/unsd/cities#026430C	Takamatsu	2005	337902
http://harth.org/andreas/2017/citydata/unsd/cities#026440C	Takaoka	2005	167685
http://harth.org/andreas/2017/citydata/unsd/cities#026240C	Sanda	2005	113572
http://harth.org/andreas/2017/citydata/unsd/cities#026460C	Takasaki	2005	245100
http://harth.org/andreas/2017/citydata/unsd/cities#026470C	Takatsuki	2005	351826
http://harth.org/andreas/2017/citydata/unsd/cities#026220C	Saku	2005	100462
http://harth.org/andreas/2017/citydata/unsd/cities#026480C	Tama	2005	145877
http://harth.org/andreas/2017/citydata/unsd/cities#026500C	Tokai	2005	104339
http://harth.org/andreas/2017/citydata/unsd/cities#026510C	Tokorozawa	2005	336100
http://harth.org/andreas/2017/citydata/unsd/cities#026450C	Takarazuka	2005	219862
http://harth.org/andreas/2017/citydata/unsd/cities#026420C	Tajimi	2005	103821
http://harth.org/andreas/2017/citydata/unsd/cities#026540C	TOKYO	2005	8489653
http://harth.org/andreas/2017/citydata/unsd/cities#026550C	Tomakomai	2005	172758
http://harth.org/andreas/2017/citydata/unsd/cities#026410C	Tachikawa	2005	172566
http://harth.org/andreas/2017/citydata/unsd/cities#026560C	Tondabayashi	2005	123837
http://harth.org/andreas/2017/citydata/unsd/cities#026400C	Suzuka	2005	193114
http://harth.org/andreas/2017/citydata/unsd/cities#026390C	Suita	2005	353885
http://harth.org/andreas/2017/citydata/unsd/cities#026580C	Tottori	2005	201740
http://harth.org/andreas/2017/citydata/unsd/cities#026370C	Shunan	2005	152387
http://harth.org/andreas/2017/citydata/unsd/cities#026600C	Toyohashi	2005	372479
http://harth.org/andreas/2017/citydata/unsd/cities#026610C	Toyokawa	2005	120967
http://harth.org/andreas/2017/citydata/unsd/cities#026350C	Shimonoseki	2005	290693
http://harth.org/andreas/2017/citydata/unsd/cities#026330C	Shibata	2005	104634
http://harth.org/andreas/2017/citydata/unsd/cities#026620C	Toyonaka	2005	386623
http://harth.org/andreas/2017/citydata/unsd/cities#026640C	Tsu	2005	165182
http://harth.org/andreas/2017/citydata/unsd/cities#026650C	Tsuchiura	2005	135058
http://harth.org/andreas/2017/citydata/unsd/cities#026590C	Toyama	2005	421239
http://harth.org/andreas/2017/citydata/unsd/cities#026670C	Tsuruoka	2005	142384
http://harth.org/andreas/2017/citydata/unsd/cities#026570C	Toride	2005	111327
http://harth.org/andreas/2017/citydata/unsd/cities#026540U	TOKYO	2005	12576601
http://harth.org/andreas/2017/citydata/unsd/cities#026700C	Ueda	2005	123680
http://harth.org/andreas/2017/citydata/unsd/cities#026710C	Uji	2005	189591
http://harth.org/andreas/2017/citydata/unsd/cities#026520C	Tokushima	2005	267833
http://harth.org/andreas/2017/citydata/unsd/cities#026720C	Urasoe	2005	106049
http://harth.org/andreas/2017/citydata/unsd/cities#026750C	Uruma	2005	113535
http://harth.org/andreas/2017/citydata/unsd/cities#026490C	Toda	2005	116696
http://harth.org/andreas/2017/citydata/unsd/cities#026760C	Utsunomiya	2005	457673
http://harth.org/andreas/2017/citydata/unsd/cities#026770C	Wakayama	2005	375591
http://harth.org/andreas/2017/citydata/unsd/cities#026740C	Urayasu	2005	155290
http://harth.org/andreas/2017/citydata/unsd/cities#026790C	Yaizu	2005	120109
http://harth.org/andreas/2017/citydata/unsd/cities#026800C	Yamagata	2005	256012
http://harth.org/andreas/2017/citydata/unsd/cities#026690C	Ube	2005	178955
http://harth.org/andreas/2017/citydata/unsd/cities#026680C	Tsuyama	2005	110569
http://harth.org/andreas/2017/citydata/unsd/cities#026660C	Tsukuba	2005	200528
http://harth.org/andreas/2017/citydata/unsd/cities#026630C	Toyota	2005	412141
http://harth.org/andreas/2017/citydata/unsd/cities#026880C	Yokote	2005	103652
http://harth.org/andreas/2017/citydata/unsd/cities#026890C	Yonago	2005	149584
http://harth.org/andreas/2017/citydata/unsd/cities#026870C	Yokosuka	2005	426178
http://harth.org/andreas/2017/citydata/unsd/cities#026860C	Yokohama	2005	3579628
http://harth.org/andreas/2017/citydata/unsd/cities#026850C	Yokkaichi	2005	303845
http://harth.org/andreas/2017/citydata/unsd/cities#026840C	Yatsushiro	2005	136886
http://harth.org/andreas/2017/citydata/unsd/cities#026830C	Yao	2005	273487
http://harth.org/andreas/2017/citydata/unsd/cities#026820C	Yamato	2005	221220
http://harth.org/andreas/2017/citydata/unsd/cities#026810C	Yamaguchi	2005	191677
http://harth.org/andreas/2017/citydata/unsd/cities#026780C	Yachiyo	2005	180729
http://harth.org/andreas/2017/citydata/unsd/cities#026900C	Zama	2005	128174
http://harth.org/andreas/2017/citydata/unsd/cities#024220C	Aizuwakamatsu	2004	116082
http://harth.org/andreas/2017/citydata/unsd/cities#024230C	Akashi	2004	292456
http://harth.org/andreas/2017/citydata/unsd/cities#024240C	Akishima	2004	109726
http://harth.org/andreas/2017/citydata/unsd/cities#024260C	Amagasaki	2004	462442
http://harth.org/andreas/2017/citydata/unsd/cities#024270C	Anjo	2004	166080
http://harth.org/andreas/2017/citydata/unsd/cities#024290C	Asahikawa	2004	361549
http://harth.org/andreas/2017/citydata/unsd/cities#024300C	Asaka	2004	126867
http://harth.org/andreas/2017/citydata/unsd/cities#024280C	Aomori	2004	295084
http://harth.org/andreas/2017/citydata/unsd/cities#024320C	Ashikaga	2004	160891
http://harth.org/andreas/2017/citydata/unsd/cities#024330C	Atsugi	2004	222070
http://harth.org/andreas/2017/citydata/unsd/cities#024250C	Akita	2004	318112
http://harth.org/andreas/2017/citydata/unsd/cities#024350C	Chiba	2004	917917
http://harth.org/andreas/2017/citydata/unsd/cities#024360C	Chigasaki	2004	227322
http://harth.org/andreas/2017/citydata/unsd/cities#024210C	Ageo	2004	219072
http://harth.org/andreas/2017/citydata/unsd/cities#024380C	Chofu	2004	213748
http://harth.org/andreas/2017/citydata/unsd/cities#024200C	Abiko	2004	131630
http://harth.org/andreas/2017/citydata/unsd/cities#024390C	Daito	2004	128453
http://harth.org/andreas/2017/citydata/unsd/cities#024400C	Ebetsu	2004	123912
http://harth.org/andreas/2017/citydata/unsd/cities#024430C	Fuji	2004	237642
http://harth.org/andreas/2017/citydata/unsd/cities#024440C	Fujieda	2004	129594
http://harth.org/andreas/2017/citydata/unsd/cities#024450C	Fujimi	2004	105110
http://harth.org/andreas/2017/citydata/unsd/cities#024480C	Fujisawa	2004	392679
http://harth.org/andreas/2017/citydata/unsd/cities#024420C	Fuchu	2004	240599
http://harth.org/andreas/2017/citydata/unsd/cities#024410C	Ebina	2004	123051
http://harth.org/andreas/2017/citydata/unsd/cities#024500C	Fukui	2004	252321
http://harth.org/andreas/2017/citydata/unsd/cities#024510C	Fukuoka	2004	1390182
http://harth.org/andreas/2017/citydata/unsd/cities#024520C	Fukushima	2004	290707
http://harth.org/andreas/2017/citydata/unsd/cities#024540C	Funabashi	2004	567661
http://harth.org/andreas/2017/citydata/unsd/cities#024340C	Beppu	2004	126804
http://harth.org/andreas/2017/citydata/unsd/cities#024560C	Habikino	2004	119645
http://harth.org/andreas/2017/citydata/unsd/cities#024570C	Hachinohe	2004	241065
http://harth.org/andreas/2017/citydata/unsd/cities#024580C	Hachioji	2004	552927
http://harth.org/andreas/2017/citydata/unsd/cities#024590C	Hadano	2004	168472
http://harth.org/andreas/2017/citydata/unsd/cities#024600C	Hakodate	2004	282978
http://harth.org/andreas/2017/citydata/unsd/cities#024620C	Hamamatsu	2004	598038
http://harth.org/andreas/2017/citydata/unsd/cities#024650C	Higashihiroshima	2004	130265
http://harth.org/andreas/2017/citydata/unsd/cities#024550C	Gifu	2004	405003
http://harth.org/andreas/2017/citydata/unsd/cities#024670C	Higashimurayama	2004	145654
http://harth.org/andreas/2017/citydata/unsd/cities#024530C	Fukuyama	2004	406221
http://harth.org/andreas/2017/citydata/unsd/cities#024690C	Hikone	2004	109258
http://harth.org/andreas/2017/citydata/unsd/cities#024700C	Himeji	2004	481043
http://harth.org/andreas/2017/citydata/unsd/cities#024710C	Hino	2004	174028
http://harth.org/andreas/2017/citydata/unsd/cities#024490C	Fukaya	2004	103647
http://harth.org/andreas/2017/citydata/unsd/cities#024470C	Fujinomiya	2004	122313
http://harth.org/andreas/2017/citydata/unsd/cities#024750C	Hiroshima	2004	1143463
http://harth.org/andreas/2017/citydata/unsd/cities#024760C	Hitachi	2004	188745
http://harth.org/andreas/2017/citydata/unsd/cities#024740C	Hirosaki	2004	174159
http://harth.org/andreas/2017/citydata/unsd/cities#024720C	Hirakata	2004	405833
http://harth.org/andreas/2017/citydata/unsd/cities#024730C	Hiratsuka	2004	256621
http://harth.org/andreas/2017/citydata/unsd/cities#024810C	Ibaraki	2004	266574
http://harth.org/andreas/2017/citydata/unsd/cities#024840C	Ichinomiya	2004	279524
http://harth.org/andreas/2017/citydata/unsd/cities#024680C	Higashiosaka	2004	513327
http://harth.org/andreas/2017/citydata/unsd/cities#024880C	Ikeda	2004	100987
http://harth.org/andreas/2017/citydata/unsd/cities#024660C	Higashikurume	2004	114347
http://harth.org/andreas/2017/citydata/unsd/cities#024910C	Inazawa	2004	101523
http://harth.org/andreas/2017/citydata/unsd/cities#024630C	Handa	2004	113858
http://harth.org/andreas/2017/citydata/unsd/cities#024920C	Iruma	2004	150362
http://harth.org/andreas/2017/citydata/unsd/cities#024960C	Isesaki	2004	124547
http://harth.org/andreas/2017/citydata/unsd/cities#024900C	Imabari	2004	116750
http://harth.org/andreas/2017/citydata/unsd/cities#024970C	Ishinomaki	2004	117607
http://harth.org/andreas/2017/citydata/unsd/cities#024890C	Ikoma	2004	113091
http://harth.org/andreas/2017/citydata/unsd/cities#024990C	Iwaki	2004	356444
http://harth.org/andreas/2017/citydata/unsd/cities#024870C	Iida	2004	107108
http://harth.org/andreas/2017/citydata/unsd/cities#025020C	Iwatsuki	2004	109995
http://harth.org/andreas/2017/citydata/unsd/cities#024830C	Ichikawa	2004	465292
http://harth.org/andreas/2017/citydata/unsd/cities#025040C	Izumi (Osaka)	2004	177654
http://harth.org/andreas/2017/citydata/unsd/cities#024820C	Ichihara	2004	280104
http://harth.org/andreas/2017/citydata/unsd/cities#024780C	Hofu	2004	118496
http://harth.org/andreas/2017/citydata/unsd/cities#025070C	Kadoma	2004	133363
http://harth.org/andreas/2017/citydata/unsd/cities#025090C	Kagoshima	2004	554984
