# city	citylabel	year	population
http://sws.geonames.org/693381/	Snizhne	2017	55587
http://sws.geonames.org/693457/	Smila	2017	67530
http://sws.geonames.org/693468/	Sloviansk	2017	124800
http://sws.geonames.org/693598/	Slatyne	2017	6544
http://sws.geonames.org/693796/	Synel'nykove	2017	31900
http://sws.geonames.org/694013/	Shyshaky	2017	5671
http://sws.geonames.org/694137/	Shevchenkove	2017	7090
http://sws.geonames.org/694369/	Shalyhyne	2017	3031
http://sws.geonames.org/694377/	Shakhtne	2017	975
http://sws.geonames.org/694403/	Seversk	2017	13900
http://sws.geonames.org/694579/	Semeykino	2017	2493
http://sws.geonames.org/694590/	Semenivka	2017	9320
http://sws.geonames.org/694712/	Syedove	2017	2667
http://sws.geonames.org/694725/	Schast'ye	2017	13800
http://sws.geonames.org/694752/	Savyntsi	2017	5326
http://sws.geonames.org/694992/	Rzhyshchiv	2017	7993
http://sws.geonames.org/695104/	Russkaya Polyana	2017	7780
http://sws.geonames.org/695379/	Rovenki	2017	53600
http://sws.geonames.org/695441/	Roskoshnoye	2017	6205
http://sws.geonames.org/695463/	Romodan	2017	3225
http://sws.geonames.org/695464/	Romny	2017	48570
http://sws.geonames.org/695643/	Reshetylivka	2017	9336
http://sws.geonames.org/695653/	Ripky	2017	7708
http://sws.geonames.org/695965/	P'yatykhatky	2017	20459
http://sws.geonames.org/696008/	Putyvl'	2017	20000
http://sws.geonames.org/696218/	Pryvillya	2017	8669
http://sws.geonames.org/696275/	Pryozerne	2017	3013
http://sws.geonames.org/696280/	Primorskoye	2017	10543
http://sws.geonames.org/696302/	Prykolotne	2017	2499
http://sws.geonames.org/696581/	Pomichna	2017	10539
http://sws.geonames.org/696634/	Poltava Oblast	2017	1569479
http://sws.geonames.org/696634/	Poltava	2017	1569479
http://sws.geonames.org/696943/	Pidhorodne	2017	17103
http://sws.geonames.org/696948/	Pidhorodna	2017	2481
http://sws.geonames.org/697135/	Pivdenne	2017	8053
http://sws.geonames.org/697325/	Petrove	2017	8252
http://sws.geonames.org/697423/	Petropavlivka	2017	8912
http://sws.geonames.org/697455/	Petrykivka	2017	4896
http://sws.geonames.org/697592/	Pervomaysk	2017	41480
http://sws.geonames.org/697593/	Pervomays'k	2017	70746
http://sws.geonames.org/697613/	Manhush	2017	8153
http://sws.geonames.org/697676/	Peresichna	2017	6894
http://sws.geonames.org/697739/	Perehonivka	2017	3354
http://sws.geonames.org/697817/	Pavlysh	2017	4693
http://sws.geonames.org/698003/	Panyutyne	2017	7038
http://sws.geonames.org/698008/	Pantayivka	2017	2918
http://sws.geonames.org/698346/	Orzhytsya	2017	3898
http://sws.geonames.org/698462/	Oposhnya	2017	6003
http://sws.geonames.org/698479/	Onufriyivka	2017	4298
http://sws.geonames.org/698625/	Oleksandriya	2017	103000
http://sws.geonames.org/698627/	Oleksandrivka	2017	10687
http://sws.geonames.org/698782/	Obukhiv	2017	31557
http://sws.geonames.org/698861/	Novyy Svit	2017	9488
http://sws.geonames.org/698869/	Novyy Starodub	2017	4777
http://sws.geonames.org/698927/	Novi Sanzhary	2017	8020
http://sws.geonames.org/699078/	Novoukrayinka	2017	18633
http://sws.geonames.org/699675/	Novoazovs'k	2017	12200
http://sws.geonames.org/699680/	Novoarkhanhel's'k	2017	7624
http://sws.geonames.org/699753/	Novhorod-Sivers'kyy	2017	14400
http://sws.geonames.org/699777/	Nova Vodolaha	2017	13112
http://sws.geonames.org/699802/	Nova Praha	2017	7513
http://sws.geonames.org/699917/	Nosivka	2017	15164
http://sws.geonames.org/699933/	Nyzy	2017	2819
http://sws.geonames.org/699942/	Nizhyn	2017	75499
http://sws.geonames.org/699963/	Nyzhnya Duvanka	2017	2353
http://sws.geonames.org/700371/	Nedryhayliv	2017	6031
http://sws.geonames.org/700410/	Navaria	2017	1493
http://sws.geonames.org/700646/	Mukacheve	2017	81633
http://sws.geonames.org/700700/	Mospyne	2017	11300
http://sws.geonames.org/700730/	Moshny	2017	4629
http://sws.geonames.org/700834/	Molodizhne	2017	1541
http://sws.geonames.org/700977/	Miusinsk	2017	6000
http://sws.geonames.org/701031/	Myronivka	2017	12871
http://sws.geonames.org/701104/	Milove	2017	5418
http://sws.geonames.org/701119/	Mikulintsy	2017	3457
http://sws.geonames.org/701276/	Myhiya	2017	1500
http://sws.geonames.org/701305/	Mezhova	2017	7817
http://sws.geonames.org/701413/	Melekyne	2017	1356
http://sws.geonames.org/701637/	Mashivka	2017	3999
http://sws.geonames.org/701792/	Markivka	2017	7087
http://sws.geonames.org/701822/	Mariupol	2017	481626
http://sws.geonames.org/702147/	Mala Vyska	2017	12644
http://sws.geonames.org/702231/	Mala Danylivka	2017	7211
http://sws.geonames.org/702356/	Mahdalynivka	2017	6567
http://sws.geonames.org/702491/	Lysyanka	2017	7954
http://sws.geonames.org/702507/	Lysa Hora	2017	4312
http://sws.geonames.org/702563/	Lutugino	2017	18830
http://sws.geonames.org/702658/	Luhans'k	2017	452000
http://sws.geonames.org/702723/	Lubny	2017	52600
http://sws.geonames.org/702760/	Lozova	2017	62311
http://sws.geonames.org/702774/	Lozuvatka	2017	6412
http://sws.geonames.org/702782/	Lozno-Oleksandrivka	2017	1149
http://sws.geonames.org/702874/	Lokhvytsya	2017	11950
http://sws.geonames.org/703015/	Lypova Dolyna	2017	5199
http://sws.geonames.org/703079/	Lykhivka	2017	2382
http://sws.geonames.org/703446/	Kiev	2017	2514227
http://sws.geonames.org/703446/	Kiev Oblast	2017	2514227
http://sws.geonames.org/703448/	Kyiv	2017	2514227
http://sws.geonames.org/703448/	Kiev	2017	2514227
http://sws.geonames.org/703455/	Kvasy	2017	1200
http://sws.geonames.org/703464/	Kuznetsovsk	2017	40000
http://sws.geonames.org/703494/	Kuybysheve	2017	7832
http://sws.geonames.org/703646/	Kurakhovo	2017	20700
http://sws.geonames.org/703706/	Kulynychi	2017	2981
http://sws.geonames.org/703713/	Kulykivka	2017	5739
http://sws.geonames.org/704000/	Krolevets	2017	24115
http://sws.geonames.org/704048/	Krivaya Gora	2017	3461
http://sws.geonames.org/704138/	Kreminna	2017	23538
http://sws.geonames.org/704143/	Kremenets	2017	21000
http://sws.geonames.org/704147/	Kremenchuk	2017	227494
http://sws.geonames.org/704202/	Krasnyy Luch	2017	90005
http://sws.geonames.org/704343/	Krasnopillya	2017	8603
http://sws.geonames.org/704363/	Krasnopavlivka	2017	7495
http://sws.geonames.org/704376/	Krasnokutsk	2017	8008
http://sws.geonames.org/704422/	Krasnoarmiys'k	2017	68263
http://sws.geonames.org/704573/	Kozelets	2017	8305
http://sws.geonames.org/704839/	Koryukivka	2017	14215
http://sws.geonames.org/704881/	Korotych	2017	4889
http://sws.geonames.org/705104/	Kostyantynivka	2017	91259
http://sws.geonames.org/705183/	Komsomol's'ke	2017	15825
http://sws.geonames.org/705198/	Kompaniyivka	2017	4934
http://sws.geonames.org/705392/	Kolomyia	2017	61781
http://sws.geonames.org/705524/	Kobyzhcha	2017	4332
http://sws.geonames.org/705540/	Koblevo	2017	2800
http://sws.geonames.org/705560/	Knyazhichi	2017	5207
http://sws.geonames.org/705689/	Klavdiyevo-Tarasove	2017	4685
http://sws.geonames.org/706281/	Khorosheve	2017	4432
http://sws.geonames.org/706335/	Kholmy	2017	3146
http://sws.geonames.org/706524/	Kerch	2017	152195
http://sws.geonames.org/706526/	Keramik	2017	469
http://sws.geonames.org/706546/	Kehychivka	2017	6404
http://sws.geonames.org/706616/	Kaciveli	2017	631
http://sws.geonames.org/706749/	Karlivka	2017	17226
http://sws.geonames.org/706803/	Karapyshi	2017	2960
http://sws.geonames.org/706883/	Kapitanivka	2017	2945
http://sws.geonames.org/706900/	Kaniv	2017	25666
http://sws.geonames.org/706915/	Kamyshnya	2017	2539
http://sws.geonames.org/707251/	Kaharlyk	2017	13245
http://sws.geonames.org/707308/	Izmail	2017	82485
http://sws.geonames.org/707679/	Ilovays'k	2017	17621
http://sws.geonames.org/707753/	Horlivka	2017	278550
http://sws.geonames.org/707758/	Hlukhiv	2017	35387
http://sws.geonames.org/707786/	Huty	2017	1978
http://sws.geonames.org/708181/	Hrebinka	2017	11017
http://sws.geonames.org/708210/	Gradizhsk	2017	7400
http://sws.geonames.org/708251/	Hostomel'	2017	12450
http://sws.geonames.org/708468/	Horbachevo-Mykhaylivka	2017	797
http://sws.geonames.org/708753/	Hlobyne	2017	12544
http://sws.geonames.org/708784/	Glevakha	2017	8835
http://sws.geonames.org/709054/	Hadyach	2017	22667
http://sws.geonames.org/709161/	Feodosiya	2017	72052
http://sws.geonames.org/709270/	Eskhar	2017	5349
http://sws.geonames.org/709354/	Dzerzhyns'k	2017	41758
http://sws.geonames.org/709357/	Berestechko	2017	245
http://sws.geonames.org/709373/	Dymer	2017	5653
http://sws.geonames.org/709399/	Dvorichna	2017	4322
http://sws.geonames.org/709611/	Drohobych	2017	79406
